date,Australia,Britain,France,Germany,Japan,Switzerland
2010-09,0.9818,1.5867,1.3901,1.3901,0.012235633836421811,1.0324179227751393
2010-10,0.9889,1.5961,1.3654,1.3654,0.012118568069996848,1.0155377272265664
2010-11,0.9929,1.5595,1.3221,1.3221,0.01199938563145567,1.0320982557539478
2010-12,0.9962,1.5782,1.3371,1.3371,0.012102874432677761,1.0454783063251438
2011-01,1.0084,1.6124,1.3656,1.3656,0.012115807736670188,1.0526315789473684
2011-02,1.0113,1.6159,1.402,1.402,0.012247847440812277,1.0887316276537833
2011-03,1.0588,1.6379,1.446,1.446,0.012022539857725265,1.1145786892554614
2011-04,1.0675,1.6332,1.4335,1.4335,0.012326550032850256,1.1441647597254005
2011-05,1.0617,1.6219,1.4403,1.4403,0.012433805527821262,1.1903344839900012
2011-06,1.0781,1.6158,1.4275,1.4275,0.012619490803546076,1.2174336498660823
2011-07,1.0502,1.6356,1.4333,1.4333,0.012992800689138148,1.282051282051282
2011-08,1.022,1.5771,1.3747,1.3747,0.01302156240518675,1.1406410402646288
2011-09,1.0168,1.5768,1.3732,1.3732,0.01304750596923398,1.1163206072784102
2011-10,1.0112,1.5806,1.3558,1.3558,0.01289332705858083,1.1014428901861437
2011-11,1.0122,1.5587,1.3155,1.3155,0.012854015658761875,1.0713520462824084
2011-12,1.0415,1.5524,1.291,1.291,0.012993087677355648,1.0665529010238908
2012-01,1.0732,1.5804,1.3238,1.3238,0.012743723716069836,1.0967317394165386
2012-02,1.0526,1.5824,1.3208,1.3208,0.012126224293920275,1.0951702989814915
2012-03,1.035,1.6,1.316,1.316,0.01230732876813485,1.0949304719150335
2012-04,0.998,1.5924,1.2806,1.2806,0.012552280247229713,1.0657572205051689
2012-05,0.9986,1.5556,1.2541,1.2541,0.0126079238279674,1.0442773600668338
2012-06,1.03,1.5593,1.2278,1.2278,0.012668683521083223,1.0221813349688236
2012-07,1.0475,1.5722,1.2406,1.2406,0.0127079497121014,1.0329511414110113
2012-08,1.0406,1.6126,1.2885,1.2885,0.012798312670457527,1.0654165778819518
2012-09,1.0298,1.608,1.2974,1.2974,0.012656113155776503,1.0726161106939827
2012-10,1.0405,1.5968,1.2837,1.2837,0.012341032080512893,1.0651896037494675
2012-11,1.0465,1.6145,1.3119,1.3119,0.011934527183869293,1.08542277216976
2012-12,1.05,1.5965,1.3304,1.3304,0.01122862490890778,1.0829542993285683
2013-01,1.031,1.5474,1.3347,1.3347,0.010752503182740942,1.0855405992184108
2013-02,1.0345,1.508,1.2953,1.2953,0.010551862403714257,1.0564124234100993
2013-03,1.038,1.5311,1.3025,1.3025,0.010229320916301651,1.067691650651292
2013-04,0.9919,1.5297,1.2983,1.2983,0.009908976145130829,1.0463534581981793
2013-05,0.944,1.5493,1.3197,1.3197,0.010284362626626214,1.0716964955524595
2013-06,0.9155,1.5179,1.3088,1.3088,0.010032837477062425,1.0583130489998942
2013-07,0.9037,1.5505,1.3314,1.3314,0.01022366307713856,1.0797969981643452
2013-08,0.9303,1.5885,1.3364,1.3364,0.010079629069650238,1.0833062506770663
2013-09,0.9519,1.6098,1.3646,1.3646,0.010228086325048584,1.10803324099723
2013-10,0.9324,1.61,1.3491,1.3491,0.009992635427689793,1.0954102311315588
2013-11,0.898,1.6383,1.3708,1.3708,0.009665571235260004,1.119444755401321
2013-12,0.8858,1.647,1.3618,1.3618,0.009637495253533588,1.1064394777605664
2014-01,0.8974,1.6558,1.3665,1.3665,0.009791892900192216,1.1189437171310281
2014-02,0.9089,1.6624,1.3828,1.3828,0.009771398140502935,1.135718341851221
2014-03,0.9315,1.6748,1.381,1.381,0.009760077768299657,1.1327594019030358
2014-04,0.9305,1.6842,1.3739,1.3739,0.009825711528900365,1.1257458065968704
2014-05,0.9365,1.6908,1.3595,1.3595,0.009797879542909324,1.1163206072784102
2014-06,0.9389,1.7066,1.3533,1.3533,0.009828975820719482,1.1138338159946535
2014-07,0.9309,1.67,1.3315,1.3315,0.009714038145084989,1.0991426687183996
2014-08,0.9042,1.629,1.2889,1.2889,0.009308759449554435,1.0672358591248665
2014-09,0.8781,1.6074,1.2677,1.2677,0.00925699643790777,1.0495382031905962
2014-10,0.8644,1.5771,1.2473,1.2473,0.008598496638847663,1.0371292263015972
2014-11,0.8257,1.5644,1.2329,1.2329,0.008380592893424839,1.0253255408592228
2014-12,0.8064,1.5142,1.1615,1.1615,0.008456659619450317,1.058985491898761
2015-01,0.7797,1.5329,1.135,1.135,0.00842034355001684,1.0682619378271552
2015-02,0.7724,1.4958,1.0819,1.0819,0.008306027268687524,1.0206164523372117
2015-03,0.774,1.4968,1.0822,1.0822,0.008367535635242387,1.0422094841063054
2015-04,0.7891,1.5456,1.1167,1.1167,0.008278282753025713,1.07342206955775
2015-05,0.7715,1.5576,1.1226,1.1226,0.008082859004224103,1.0728462611307799
2015-06,0.7407,1.556,1.0997,1.0997,0.00810958317553436,1.0474494605635278
2015-07,0.7295,1.5578,1.1136,1.1136,0.008129830135329152,1.0325245224574084
2015-08,0.7059,1.5338,1.1229,1.1229,0.008323095925345159,1.0282776349614395
2015-09,0.72,1.5343,1.1228,1.1228,0.008329994393913772,1.0323113451016828
2015-10,0.7146,1.5194,1.0727,1.0727,0.008153733757762354,0.9902951079421667
2015-11,0.7247,1.4981,1.0889,1.0889,0.008221317877255723,1.0049241282283188
2015-12,0.7011,1.4392,1.0855,1.0855,0.008458390638929912,0.9918666931164452
2016-01,0.7134,1.429,1.1092,1.1092,0.008724823431385807,1.0080645161290323
2016-02,0.7504,1.4249,1.1134,1.1134,0.008854909648929397,1.0192640913260627
2016-03,0.7664,1.4319,1.1346,1.1346,0.009128093625030692,1.0379904504878554
2016-04,0.7318,1.4524,1.1312,1.1312,0.009187114887627804,1.0228086325048584
2016-05,0.7401,1.4197,1.1232,1.1232,0.009492087870155833,1.0314595152140278
2016-06,0.7529,1.3134,1.1055,1.1055,0.00959775796373967,1.017293997965412
2016-07,0.7629,1.3101,1.1207,1.1207,0.009877684631211706,1.0297600659046442
2016-08,0.7591,1.314,1.1218,1.1218,0.009824697915100855,1.0275380189066996
2016-09,0.7615,1.233,1.1014,1.1014,0.00962394437360152,1.012555690562981
2016-10,0.7532,1.2432,1.0792,1.0792,0.009221434301891316,1.003713740841112
2016-11,0.7346,1.2483,1.0545,1.0545,0.008620830858436474,0.9809691975671964
2016-12,0.7465,1.2367,1.0635,1.0635,0.008705334019313653,0.9925558312655086
2017-01,0.7664,1.2495,1.065,1.065,0.00885648595892716,0.9990009990009991
2017-02,0.7622,1.2347,1.0691,1.0691,0.008856101632622336,0.9985022466300548
2017-03,0.7534,1.2639,1.0714,1.0714,0.009083394646247196,0.9991008092716556
2017-04,0.7437,1.2929,1.105,1.105,0.008909193931769829,1.0134792743488394
2017-05,0.7562,1.281,1.1233,1.1233,0.009015986245211384,1.0329511414110113
2017-06,0.7807,1.2996,1.153,1.153,0.008895451755517404,1.0412328196584757
2017-07,0.7915,1.2952,1.1813,1.1813,0.009105229133091135,1.035947373873407
2017-08,0.7974,1.334,1.1913,1.1913,0.009027226113959702,1.0389610389610389
2017-09,0.7788,1.3202,1.1755,1.1755,0.008856234966541145,1.0182262498727217
2017-10,0.762,1.3217,1.1743,1.1743,0.008863755218535885,1.0085728693898133
2017-11,0.7648,1.3404,1.1836,1.1836,0.00885421969975341,1.0131712259371835
2017-12,0.7956,1.3824,1.2197,1.2197,0.009019491120310993,1.0412328196584757
2018-01,0.7867,1.3961,1.234,1.234,0.009261831990367694,1.0689470871191875
2018-02,0.7759,1.3976,1.2334,1.2334,0.009429798918967851,1.0548523206751055
2018-03,0.7684,1.4079,1.227,1.227,0.009288828697278931,1.0323113451016828
2018-04,0.7525,1.347,1.1823,1.1823,0.009116750935834484,1.0031096398836392
2018-05,0.7498,1.3294,1.1679,1.1679,0.009085639420045465,1.0101010101010102
2018-06,0.7403,1.3162,1.1685,1.1685,0.008966921028326504,1.0052271813429834
2018-07,0.7325,1.2878,1.1547,1.1547,0.009009293085818021,1.0121457489878543
2018-08,0.7206,1.3066,1.1667,1.1667,0.008920813506825316,1.0327377878756583
2018-09,0.7111,1.3012,1.1488,1.1488,0.008871398434020749,1.0060362173038229
2018-10,0.7247,1.29,1.1364,1.1364,0.008823166104925092,0.9989012086704624
2018-11,0.7169,1.2664,1.138,1.138,0.008912703632996255,1.0081661457808246
2018-12,0.7151,1.2901,1.1418,1.1418,0.009177637767814942,1.0104071940992219
2019-01,0.7136,1.3016,1.1349,1.1349,0.009054690329590729,0.9986019572598361
2019-02,0.7082,1.3167,1.1296,1.1296,0.008997312502755426,0.9995002498750625
2019-03,0.7111,1.3029,1.1234,1.1234,0.008957250625663956,0.9916699722332408
2019-04,0.6945,1.2855,1.1187,1.1187,0.009093273341978006,0.9894132779261898
2019-05,0.6946,1.2675,1.1295,1.1295,0.009253390210838496,1.0121457489878543
2019-06,0.6978,1.2461,1.1211,1.1211,0.009234770017287489,1.0121457489878543
2019-07,0.6775,1.216,1.1129,1.1129,0.009417206743473405,1.021763563911311
2019-08,0.6815,1.2369,1.1011,1.1011,0.009298865538404314,1.0094891984655763
2019-09,0.6798,1.2657,1.1058,1.1058,0.009247545701370857,1.0070493454179255
2019-10,0.6827,1.2884,1.1051,1.1051,0.00918628781190892,1.0071507704703393
2019-11,0.6887,1.3109,1.1114,1.1114,0.009165818828425038,1.0177081213108081
2019-12,0.6851,1.3076,1.1098,1.1098,0.009151919111678123,1.031140441328109
2020-01,0.6664,1.2953,1.0911,1.0911,0.009088471728036573,1.024380249948781
2020-02,0.6218,1.2369,1.1046,1.1046,0.009287871062058767,1.0424267695194411
2020-03,0.6312,1.242,1.0871,1.0871,0.009281724470152759,1.0308215647871355
2020-04,0.6517,1.2302,1.0907,1.0907,0.009328358208955223,1.031778786628147
2020-05,0.6899,1.2523,1.1259,1.1259,0.009295563599316591,1.0511931041732365
2020-06,0.704,1.2701,1.1488,1.1488,0.009373670110553066,1.0721561059290232
2020-07,0.7203,1.3143,1.1831,1.1831,0.009432814308447368,1.0990218705352237
2020-08,0.7224,1.2947,1.1785,1.1785,0.009470683499228139,1.0930156301235108
2020-09,0.7121,1.298,1.1768,1.1768,0.009504845094787067,1.0960105217010083
2020-10,0.727,1.3198,1.1826,1.1826,0.009577984428112918,1.097694840834248
2020-11,0.7532,1.3434,1.2168,1.2168,0.009634356887409053,1.125619090499775
2020-12,0.7726,1.3641,1.2178,1.2178,0.009634997393733205,1.1280315848843767
2021-01,0.7753,1.3867,1.2094,1.2094,0.009489700827691707,1.1137097672346585
2021-02,0.771,1.3863,1.1902,1.1902,0.009199708185256363,1.0755001075500108
2021-03,0.7701,1.3845,1.1965,1.1965,0.009170567979127787,1.0848340203948796
2021-04,0.7763,1.4084,1.2146,1.2146,0.009164894787007846,1.1077877478675087
2021-05,0.7643,1.4025,1.2048,1.2048,0.009082049963989673,1.1015642211940955
2021-06,0.7417,1.3808,1.1821,1.1821,0.009073232783767624,1.090037061260083
2021-07,0.7304,1.3797,1.1767,1.1767,0.009103098967981671,1.0932546190007653
2021-08,0.7312,1.3732,1.1765,1.1765,0.009077622752153666,1.083658430862592
2021-09,0.7412,1.3701,1.16,1.16,0.008840052509911909,1.0837758751490192
2021-10,0.7307,1.3463,1.1416,1.1416,0.008774623788005089,1.08542277216976
2021-11,0.7155,1.3303,1.1301,1.1301,0.008784806501459595,1.0857763300760044
2021-12,0.718,1.3555,1.1317,1.1317,0.008708866932867699,1.088020890001088
2022-01,0.7169,1.354,1.1349,1.1349,0.008674809999973975,1.083658430862592
2022-02,0.7374,1.3168,1.1019,1.1019,0.008433310226063313,1.0759629868732516
2022-03,0.7364,1.2933,1.0803,1.0803,0.007913001298523513,1.0582010582010584
2022-04,0.7041,1.2438,1.0567,1.0567,0.007761046685800233,1.0199918400652794
2022-05,0.7025,1.232,1.0567,1.0567,0.007464809024058332,1.0307153164296021
2022-06,0.6856,1.1987,1.0168,1.0168,0.0073148073645480545,1.0308215647871355
2022-07,0.6961,1.1983,1.0129,1.0129,0.007391884450062276,1.0444955086693126
2022-08,0.6671,1.132,0.9899,0.9899,0.006979131698308887,1.0274324463166546
2022-09,0.637,1.1332,0.9853,0.9853,0.006800338656865111,1.005126143330988
2022-10,0.6596,1.1727,1.0192,1.0192,0.007020253431148865,1.0351966873706004
2022-11,0.6748,1.218,1.0591,1.0591,0.007412085256769457,1.07342206955775
2022-12,0.6955,1.2237,1.0777,1.0777,0.007665919239540812,1.0821339681852613
2023-01,0.6893,1.2084,1.0702,1.0702,0.0075161804574798395,1.0801468999783972
2023-02,0.6676,1.2138,1.0711,1.0711,0.007481429222312914,1.0804970286331712
2023-03,0.6688,1.2446,1.0962,1.0962,0.007492067773245076,1.1129660545353368
2023-04,0.6643,1.2484,1.0867,1.0867,0.007296436712167246,1.1139578923916675
2023-05,0.6713,1.2627,1.084,1.084,0.00707423203905542,1.1106175033318526
2023-06,0.6742,1.2893,1.1067,1.1067,0.00709541919736618,1.14639458901754
2023-07,0.6486,1.2706,1.091,1.091,0.006907012275142216,1.1385631333257429
2023-08,0.6425,1.2381,1.0672,1.0672,0.006763840508640807,1.1116051578479325
2023-09,0.6347,1.2175,1.0565,1.0565,0.006684791364319124,1.1068068622025458
2023-10,0.6508,1.2437,1.0819,1.0819,0.0066809639294757445,1.1233430689732644
2023-11,0.6693,1.2657,1.0909,1.0909,0.00694533672728788,1.1563367252543941
2023-12,0.6636,1.2701,1.0899,1.0899,0.006835536312761331,1.1640088464672331
2024-01,0.6522,1.263,1.0793,1.0793,0.006683821809310563,1.1401208528103979
2024-02,0.6558,1.2713,1.087,1.087,0.0066747386506081354,1.1253657438667568
2024-03,0.6507,1.2517,1.0724,1.0724,0.006498148027812074,1.0990218705352237
2024-04,0.6626,1.2636,1.081,1.081,0.006415639790054603,1.1003521126760563
2024-05,0.6642,1.2716,1.0763,1.0763,0.006334726973267452,1.1188185276348175
2024-06,0.6673,1.287,1.0847,1.0847,0.006348472747911035,1.12145340361108
2024-07,0.6658,1.2945,1.102,1.102,0.006836947685727393,1.1656370206317752
2024-08,0.677,1.3219,1.1104,1.1104,0.006995257215607818,1.1803588290840417
2024-09,0.67,1.3043,1.0895,1.0895,0.006671519084881071,1.1610356437942646
2024-10,0.6528,1.2738,1.0621,1.0621,0.006505647552640447,1.13520263367011
2024-11,0.6334,1.2647,1.0472,1.0472,0.006501346103710773,1.1215791834903546
